,birds,ft_stds,ft_means,zrate_stds,zrate_means,roloff_stds,roloff_means,cent_stds,cent_means,mfcc_stds,mfcc_means
0,acafly,0.05600553,0.028736304,0.07406040413483161,0.27307708616010856,814.4709014854353,6634.710039115502,470.12089601525815,3877.9624751137526,29.011593,1.0891929
1,acafly,0.055238366,0.010201095,0.05388852979302172,0.0423143113373412,718.2568500487571,3497.259887030683,480.19132521332807,1507.3825260663527,75.95674,-4.549196
2,acafly,0.12952383,0.017501367,0.02076437052161392,0.04082327178030303,699.1122566021882,2071.057934600716,234.8050345904251,1180.366951329972,44.66017,-1.4136719
3,acafly,0.060180414,0.061157636,0.10619637398855543,0.4289309479469477,872.7336160334413,7696.938607859057,817.949612579776,4740.2487047594095,56.061268,-7.350157
4,acafly,0.009887115,0.008966614,0.06724599328916377,0.24000494164156627,801.2623359027036,4607.500117658133,565.7104605409775,3020.0212652303094,48.34087,-13.571098
5,acowoo,9.316304e-18,2.0579483e-17,0.02440242167152192,0.15139644779962547,1091.3657143468188,5877.055170294944,332.20803830387445,2780.8612113667464,63.491333,-17.354652
6,acowoo,5.980138e-05,1.7799142e-05,0.04858756086063777,0.19590242582377015,1365.004863611527,5437.657083510226,404.8414005373823,2986.414801474052,58.904545,-13.540149
7,acowoo,6.7260835e-06,9.490954e-06,0.051744120011848894,0.21940441244452663,1038.0793804353862,5904.7483184633875,273.3396419140375,3189.2621184202303,56.887997,-12.614342
8,acowoo,0.20590782,0.17271923,0.023296503178369513,0.31963358522592505,286.88698819739875,5815.989965912965,230.14417604050723,3899.932281793905,67.89506,-12.759451
9,acowoo,0.015691582,0.014340251,0.08026996452877093,0.07779763284431356,1730.3269629921033,3532.2250925433573,950.3441763474942,1708.9741251355415,57.09488,-1.2954232
10,aldfly,0.0040028524,0.00053912855,0.06954448376025017,0.2348519634726821,567.0427080910442,7726.605265030008,457.1461945800436,4053.4485965785984,67.953545,-6.361008
11,aldfly,0.049983613,0.046340313,0.14562556888413022,0.4190227422127832,307.725105947586,8295.637467763956,960.1416226343181,5056.440657317683,65.6698,-6.740404
12,aldfly,0.09203235,0.039361566,0.027633985451912136,0.02214358610842986,3749.405725316696,4877.862878747888,1165.2441032507918,1852.850913161852,58.18369,2.4081419
13,aldfly,0.0040028524,0.00053912855,0.06954448376025017,0.2348519634726821,567.0427080910442,7726.605265030008,457.1461945800436,4053.4485965785984,67.953545,-6.361008
14,aldfly,0.031991817,0.011033674,0.06127037275570358,0.09807917571589446,404.52444541274116,8294.27391258446,753.2417450706918,4182.956162579141,60.076717,-0.5400124
15,ameavo,5.8991605e-05,1.7295346e-05,0.06155070187566863,0.22807715749454446,1143.3772903985953,5110.946290660802,654.2863060013462,3060.178018742396,55.300774,-8.917383
16,ameavo,0.07886711,0.06748615,0.06036121743160355,0.2159448853929385,778.3482037226305,4449.47590404328,420.4875248146727,2773.4306242970647,62.31165,-9.957228
17,ameavo,0.00030038983,0.00016926294,0.03949001947151542,0.16488031635369954,250.24589753439324,2750.9874010299886,320.92453285332317,1866.8470607905647,55.92078,-11.918991
18,ameavo,0.0025235557,0.0003294296,0.04749835098009118,0.16402440002566734,810.8804921740166,4009.2436553516427,547.5256110019378,2451.1799619832686,52.566307,-7.0914545
19,ameavo,5.868226e-05,1.7603472e-05,0.0461578472365632,0.1949803188938619,808.7119737685899,5804.327220867966,381.26450442044313,2990.200773273323,47.570652,-9.6743355
20,amecro,0.00038558096,6.0550577e-05,0.03141984923854295,0.1477228045070132,623.3328008427417,5729.94182322285,300.92448201532017,2731.3431370281023,66.024574,-8.306952
21,amecro,0.016558604,0.008419387,0.04099425390541152,0.06288717830882352,1497.360554941792,3056.7521829044117,476.4302334658924,1499.4797525529816,45.48605,0.1983508
22,amecro,1.4484578e-05,1.6900141e-05,0.034997887043999545,0.1437366870685936,901.2074189085973,4573.83627706401,367.51504257121184,2394.5604707866146,60.424557,-15.335885
23,amecro,0.03225667,0.026152603,0.03691747309339288,0.15017806092271294,599.5606816420847,5040.739445731467,420.3716166545808,2634.278748636232,40.36932,-6.8577657
24,amecro,0.051075928,0.00696287,0.02196361152574489,0.08218461316397228,489.8002277679489,2953.281295106813,159.65787631694965,1699.286988460452,50.3185,-10.315805
25,amegfi,0.0,0.0,0.16527541224778,0.22634066068209135,2582.9550679648464,3688.613539475661,1818.3022742996554,2638.7850354655725,77.4716,-14.235732
26,amegfi,0.00028935252,0.00023681171,0.08982909526586104,0.23873117965756704,736.7632515615186,6131.373333108836,627.8400824742549,3414.5558550815404,69.578354,-16.15234
27,amegfi,0.038714312,0.03523239,0.09646790946284342,0.25314832486058214,470.06664039628305,5717.727358945695,689.4997210896123,3245.820163038354,56.6937,-8.336577
28,amegfi,0.005610394,0.0008528485,0.01338200281729467,0.01992618336397059,751.7492880954478,2381.603932100184,215.8643023858827,1147.041824385569,60.945053,-2.2384384
29,amegfi,0.0029583916,0.0016153869,0.1386804283488163,0.18499553159594095,732.4728896862536,4987.876481059732,1008.5143954774672,2803.8418625061818,58.94118,-2.9548736
30,amekes,0.09054854,0.070572324,0.1394126675622356,0.2653489504179331,695.6303965579157,5609.661215924202,1204.9934184789252,3608.048015296537,48.51604,-9.497832
31,amekes,1.3555604e-05,2.0222154e-05,0.058863262758174315,0.33526607104238754,1137.967311808778,5317.553727833045,582.8180451071719,3938.3571403650008,59.901405,-13.652348
32,amekes,0.00097143574,0.001086416,0.08160274767091771,0.31929553597813237,874.3469858188834,6324.423932014628,453.6076581199048,3838.98207283689,51.945473,-6.979694
33,amekes,0.027090017,0.012944034,0.038520882486493574,0.33242033989570735,249.7066581476587,8607.149364466823,298.8865192382597,4442.401760504022,62.31798,-12.193872
34,amekes,0.03757386,0.035005733,0.1258607333214002,0.2516199717907386,1004.3365210600023,5541.871491015167,903.5448491306921,3265.6044457384073,44.15746,-8.77452
35,amepip,0.007819288,0.0064290124,0.061750014101518834,0.2868675564734339,1113.0707840322048,7102.040940356982,559.8797477062085,4178.153795713485,60.995964,-13.359856
36,amepip,2.1257903e-05,6.1066885e-06,0.05480802560523209,0.42724609375,1600.0131473962483,8162.376656916469,458.7112062154602,4915.454865014409,66.991196,-13.591989
37,amepip,0.0028879216,0.0014901685,0.07238681084585624,0.06531386488065945,972.2041735117315,4181.839181494525,915.0474094609999,1941.1226729198436,67.339424,-5.9386897
38,amepip,0.03110868,0.0155997025,0.09501937810996684,0.08701101365072202,1325.9809257277502,2623.513738859431,1108.411417065803,1784.2367699629785,72.47893,-14.828281
39,amepip,0.0,0.0,0.06159811217550587,0.42739336792340626,1656.3428809261513,7409.726808731268,613.5958648576653,4877.917071031541,76.50374,-14.273573
40,amered,0.029450046,0.011306181,0.1501443869760145,0.20316552636129276,1817.4615364894,5737.89999518596,1288.655660999127,2922.696145869533,70.48895,-5.3929095
41,amered,0.08553717,0.069801845,0.07184457993737901,0.3222064279681467,359.9548812806468,8039.525311444257,438.8478342814629,4294.812886781548,34.38346,-4.74195
42,amered,0.017683093,0.012473073,0.09606876184716337,0.45441004253383555,991.1563801852841,9168.73451365392,796.6855475064273,5545.033694238752,83.07872,-17.608543
43,amered,0.15455095,0.11995921,0.0792758086694694,0.2964357032083778,463.87718313182626,6575.842662961913,639.1705527681346,3759.176114935469,35.87856,-4.019889
44,amered,0.10999079,0.09668821,0.13987734719986716,0.3361440972222222,1271.522000563507,5956.25625,1144.792727292828,3827.0847167513157,41.09773,-9.781737
45,amerob,0.033578377,0.043836623,0.049287860602325886,0.4123319185697115,563.9146685865824,8398.280498798076,385.3034400081018,5004.193465338092,60.763195,-17.660528
46,amerob,0.009949237,0.0061616525,0.06908580232454624,0.1913188284661572,543.7678861827458,5390.2591088973795,542.5435657975873,2925.265833260776,77.64289,-8.722759
47,amerob,0.038837854,0.04608433,0.11374905713394123,0.3512040507586705,1720.3721936100494,6563.875090317919,917.3579768978167,4383.173711478326,66.11312,-14.114936
48,amerob,0.009030965,0.0051223217,0.0354643339814754,0.284907172415199,1305.513992218345,5989.131060038528,406.92813404265524,3747.080794121419,52.983677,-12.812386
49,amerob,0.001222108,0.00097265746,0.08842338759058029,0.2865602307662641,851.7418486351937,7643.42342747956,506.10310231379424,4253.233158592063,60.554413,-5.610031
50,amewig,1.3083779e-06,8.8320047e-07,0.01750291973063418,0.1592158069349315,968.4512483015562,5603.254093535959,172.79570356664092,2789.148862965115,60.30565,-11.380729
51,amewig,11.543921,1.6561564,0.022179543144897677,0.02301846266010979,1236.976329404539,3004.7585308497255,493.30384258961584,1273.0728834669912,22.729912,6.444788
52,amewig,0.0017789672,0.00035457278,0.054220191485997854,0.19104257072813347,1394.9869106980832,5375.170006850907,685.8779755468116,2852.7559653360095,49.571487,-9.418702
53,amewig,0.0076344577,0.009504637,0.025754744422653676,0.1581488715277778,498.35118041023475,3670.1510416666665,255.94942771589206,2178.437151748111,44.29202,-11.965202
54,amewig,0.00023792466,0.0002323199,0.02924210514236498,0.23807410037878787,989.707658887721,6038.26904296875,285.60567234357177,3356.7297198811807,65.28046,-14.123432
55,amtspa,0.016441625,0.024721416,0.05815150320611588,0.46832674550386444,460.54087102246285,8851.388292165206,416.818732979042,5453.3423081825285,67.24256,-15.821585
